lung-1vs5,128,0.9402478017585931,0.01906960742596025,0.34075246963572253,0.0761316828477047
secom,64,0.5164651138335349,0.008283646579793299,0.09426223515334292,0.00164144560355962
ad,128,0.8497043372116379,0.0030646234695036892,0.5944579003574479,0.004744313037736792
apascal,50,0.8207464199870741,0.006352490097213012,0.03600097056030307,0.0014880513057187177
bank-additional-full_normalised,50,0.6813528174725978,0.0036801017553163597,0.27275957568200204,0.002549814672656183
u2r,16,0.9760508711995856,0.0022832809501102482,0.10084634125055297,0.02617984152040371
probe,16,0.9972573163568598,7.982243622865167e-05,0.9634782597676913,0.0018154802062950097
creditcard,15,0.9442502726207291,0.0005461493599865364,0.3415531003389135,0.0371815315152382
creditcard,15,0.9442502726207291,0.0005461493599865364,0.3415531003389135,0.0371815315152382
creditcard,15,0.9442502726207291,0.0005461493599865364,0.3415531003389135,0.0371815315152382
creditcard,15,0.9442502726207291,0.0005461493599865364,0.3415531003389135,0.0371815315152382
creditcard,15,0.9442502726207291,0.0005461493599865364,0.3415531003389135,0.0371815315152382
census,50,0.5596071599986737,0.003865262772972722,0.06523969378619596,0.0005255032674416696
census,50,0.5596071599986737,0.003865262772972722,0.06523969378619596,0.0005255032674416696
census,50,0.5596071599986737,0.003865262772972722,0.06523969378619596,0.0005255032674416696
census,50,0.5596071599986737,0.003865262772972722,0.06523969378619596,0.0005255032674416696
census,50,0.5596071599986737,0.003865262772972722,0.06523969378619596,0.0005255032674416696
creditcard,15,0.9458628838666908,0.002329292581787844,0.34780172075594834,0.046519515185271594
census,50,0.5623597274147094,0.00623432414175508,0.06557379932363064,0.000866399327779491
sf,8,0.8700516038100433,0.008370284265297807,0.2003516338240415,0.004762464500368942
cmc,4,0.5041419906390295,0.02053387489058008,0.031126514874389423,0.011694292297029629
aid362,50,0.6811092675989572,0.005825111064563836,0.02620896867325188,0.00035100309174333007
r10,32,0.9846674132288145,0.0003045485299997476,0.527992983590024,0.003607109972941309
chess,16,0.4529863910790808,0.1059849554963126,0.0008925627553703966,0.0002244777127959894
w7a,64,0.4502658831261443,0.009964021541551349,0.026302985048850973,0.00035094184786773307
w7a,64,0.4524335307942855,0.0005551724558150173,0.026465787779542508,1.4314925438164983e-05
w7a,64,0.4454970057288469,0.007491697521253671,0.026211250826638,0.00026885187834267167
w7a,64,0.44522346410971747,0.007218155902124268,0.026264821804670744,0.0003224228563754143
w7a,64,0.4494733639224819,0.01082703950185554,0.026307478500893162,0.000313809893515175
celeba,16,0.7588803429569391,0.00670770632772083,0.07715266011797846,0.0002541103912355319
celeba,16,0.7606350681345564,0.007650168846455807,0.07673716746614265,0.0010667248933544995
celeba,16,0.7590277976947859,0.007818890766241371,0.07680118600839081,0.0010348029937778738
celeba,16,0.7588055680249536,0.007795216424024587,0.07612055296778147,0.0015761157967737957
celeba,16,0.7504509312722633,0.015259107820574824,0.07522131401626188,0.0019922537083102293
probe,16,0.9972248913183759,7.634173270139059e-05,0.9631076168252479,0.0009672970005815358
